ID_date_taken,ID_location,timezone,date_taken
b264,264,3600,2024-02-21
b265,265,3600,2024-02-21
b266,266,3600,2024-02-21
b267,267,3600,2024-02-21
b268,268,3600,2024-02-21
b269,269,3600,2024-02-21
b270,270,3600,2024-02-21
b271,271,3600,2024-02-21
b272,272,3600,2024-02-21
b273,273,3600,2024-02-21
b274,274,3600,2024-02-21
b275,275,3600,2024-02-21
b276,276,3600,2024-02-21
b277,277,3600,2024-02-21
b278,278,3600,2024-02-21
b279,279,3600,2024-02-21
b280,280,3600,2024-02-21
b281,281,3600,2024-02-21
b282,282,3600,2024-02-21
b283,283,3600,2024-02-21
b284,284,3600,2024-02-21
b285,285,3600,2024-02-21
b286,286,3600,2024-02-21
b287,287,3600,2024-02-21
b288,288,3600,2024-02-21
b289,289,3600,2024-02-21
b290,290,3600,2024-02-21
b291,291,3600,2024-02-21
b292,292,3600,2024-02-21
b293,293,3600,2024-02-21
b294,294,3600,2024-02-21
b295,295,3600,2024-02-21
b296,296,3600,2024-02-21
b297,297,3600,2024-02-21
b298,298,3600,2024-02-21
b299,299,3600,2024-02-21
b300,300,3600,2024-02-21
b301,301,3600,2024-02-21
b302,302,3600,2024-02-21
b303,303,3600,2024-02-21
b304,304,3600,2024-02-21
b305,305,3600,2024-02-21
b306,306,3600,2024-02-21
b307,307,3600,2024-02-21
b308,308,3600,2024-02-21
b309,309,3600,2024-02-21
b310,310,3600,2024-02-21
b311,311,3600,2024-02-21
b312,312,3600,2024-02-21
b313,313,3600,2024-02-21
b314,314,3600,2024-02-21
b315,315,3600,2024-02-21
b316,316,3600,2024-02-21
b317,317,3600,2024-02-21
b318,318,3600,2024-02-21
b319,319,3600,2024-02-21
b320,320,3600,2024-02-21
b321,321,3600,2024-02-21
b322,322,3600,2024-02-21
b323,323,3600,2024-02-21
b324,324,3600,2024-02-21
b325,325,3600,2024-02-21
b326,326,3600,2024-02-21
b327,327,3600,2024-02-21
b328,328,3600,2024-02-21
b329,329,3600,2024-02-21
b330,330,3600,2024-02-21
b331,331,3600,2024-02-21
b332,332,3600,2024-02-21
b333,333,3600,2024-02-21
b334,334,3600,2024-02-21
b335,335,3600,2024-02-21
b336,336,3600,2024-02-21
b337,337,3600,2024-02-21
b338,338,3600,2024-02-21
b339,339,3600,2024-02-21
b340,340,3600,2024-02-21
b341,341,3600,2024-02-21
b342,342,3600,2024-02-21
b343,343,3600,2024-02-21
b344,344,3600,2024-02-21
b345,345,3600,2024-02-21
b346,346,3600,2024-02-21
b347,347,3600,2024-02-21
b348,348,3600,2024-02-21
b349,349,3600,2024-02-21
b350,350,3600,2024-02-21
b351,351,3600,2024-02-21
b352,352,3600,2024-02-21
b353,353,3600,2024-02-21
b354,354,3600,2024-02-21
b355,355,3600,2024-02-21
b356,356,3600,2024-02-21
b357,357,3600,2024-02-21
b358,358,3600,2024-02-21
b359,359,3600,2024-02-21
b360,360,3600,2024-02-21
b361,361,3600,2024-02-21
b362,362,3600,2024-02-21
b363,363,3600,2024-02-21
b364,364,3600,2024-02-21
b365,365,3600,2024-02-21
b366,366,3600,2024-02-21
b367,367,3600,2024-02-21
b368,368,3600,2024-02-21
b369,369,3600,2024-02-21
b370,370,3600,2024-02-21
b371,371,3600,2024-02-21
b372,372,3600,2024-02-21
b373,373,3600,2024-02-21
b374,374,3600,2024-02-21
b375,375,3600,2024-02-21
b376,376,3600,2024-02-21
b377,377,3600,2024-02-21
b378,378,3600,2024-02-21
b379,379,3600,2024-02-21
b380,380,3600,2024-02-21
b381,381,3600,2024-02-21
b382,382,3600,2024-02-21
b383,383,3600,2024-02-21
b384,384,3600,2024-02-21
b385,385,3600,2024-02-21
b386,386,3600,2024-02-21
b387,387,3600,2024-02-21
b388,388,3600,2024-02-21
b389,389,3600,2024-02-21
b390,390,3600,2024-02-21
b391,391,3600,2024-02-21
b392,392,3600,2024-02-21
b393,393,3600,2024-02-21
b394,394,3600,2024-02-21
b395,395,3600,2024-02-21
b396,396,3600,2024-02-21
b397,397,3600,2024-02-21
b398,398,3600,2024-02-21
b399,399,3600,2024-02-21
b400,400,3600,2024-02-21
b401,401,3600,2024-02-21
b402,402,3600,2024-02-21
b403,403,3600,2024-02-21
b404,404,3600,2024-02-21
b405,405,3600,2024-02-21
b406,406,3600,2024-02-21
b407,407,3600,2024-02-21
b408,408,3600,2024-02-21
b409,409,3600,2024-02-21
b410,410,3600,2024-02-21
b411,411,3600,2024-02-21
b412,412,3600,2024-02-21
b413,413,3600,2024-02-21
b414,414,3600,2024-02-21
b415,415,3600,2024-02-21
b416,416,3600,2024-02-21
b417,417,3600,2024-02-21
b418,418,3600,2024-02-21
b419,419,3600,2024-02-21
b420,420,3600,2024-02-21
b421,421,3600,2024-02-21
b422,422,3600,2024-02-21
b423,423,3600,2024-02-21
b424,424,3600,2024-02-21
b425,425,3600,2024-02-21
b426,426,3600,2024-02-21
b427,427,3600,2024-02-21
b428,428,3600,2024-02-21
b429,429,3600,2024-02-21
b430,430,3600,2024-02-21
b431,431,3600,2024-02-21
b432,432,3600,2024-02-21
b433,433,3600,2024-02-21
b434,434,3600,2024-02-21
b435,435,3600,2024-02-21
b436,436,3600,2024-02-21
b437,437,3600,2024-02-21
b438,438,3600,2024-02-21
b439,439,3600,2024-02-21
b440,440,3600,2024-02-21
b441,441,3600,2024-02-21
b442,442,3600,2024-02-21
b443,443,3600,2024-02-21
b444,444,3600,2024-02-21
b445,445,3600,2024-02-21
b446,446,3600,2024-02-21
b447,447,3600,2024-02-21
b448,448,3600,2024-02-21
b449,449,3600,2024-02-21
b450,450,3600,2024-02-21
b451,451,3600,2024-02-21
b452,452,3600,2024-02-21
b453,453,3600,2024-02-21
b454,454,3600,2024-02-21
b455,455,3600,2024-02-21
b456,456,3600,2024-02-21
b457,457,3600,2024-02-21
b458,458,3600,2024-02-21
b459,459,3600,2024-02-21
b460,460,3600,2024-02-21
b461,461,3600,2024-02-21
b462,462,3600,2024-02-21
b463,463,3600,2024-02-21
b464,464,3600,2024-02-21
b465,465,3600,2024-02-21
b466,466,3600,2024-02-21
b467,467,3600,2024-02-21
b468,468,3600,2024-02-21
b469,469,3600,2024-02-21
b470,470,3600,2024-02-21
b471,471,3600,2024-02-21
b472,472,3600,2024-02-21
b473,473,3600,2024-02-21
b474,474,3600,2024-02-21
b475,475,3600,2024-02-21
b476,476,3600,2024-02-21
b477,477,3600,2024-02-21
b478,478,3600,2024-02-21
b479,479,3600,2024-02-21
b480,480,3600,2024-02-21
b481,481,3600,2024-02-21
b482,482,3600,2024-02-21
b483,483,3600,2024-02-21
b484,484,3600,2024-02-21
b485,485,3600,2024-02-21
b486,486,3600,2024-02-21
b487,487,3600,2024-02-21
b488,488,3600,2024-02-21
b489,489,3600,2024-02-21
b490,490,3600,2024-02-21
b491,491,3600,2024-02-21
b492,492,3600,2024-02-21
b493,493,3600,2024-02-21
b494,494,3600,2024-02-21
b495,495,3600,2024-02-21
b496,496,3600,2024-02-21
b497,497,3600,2024-02-21
b498,498,3600,2024-02-21
b499,499,3600,2024-02-21
b500,500,3600,2024-02-21
b501,501,3600,2024-02-21
b502,502,3600,2024-02-21
b503,503,3600,2024-02-21
b504,504,3600,2024-02-21
b505,505,3600,2024-02-21
b506,506,3600,2024-02-21
b507,507,3600,2024-02-21
b508,508,3600,2024-02-21
b509,509,3600,2024-02-21
b510,510,3600,2024-02-21
b511,511,3600,2024-02-21
b512,512,3600,2024-02-21
b513,513,3600,2024-02-21
b514,514,3600,2024-02-21
b515,515,3600,2024-02-21
b516,516,3600,2024-02-21
b517,517,3600,2024-02-21
b518,518,3600,2024-02-21
b519,519,3600,2024-02-21
b520,520,3600,2024-02-21
b521,521,3600,2024-02-21
b522,522,3600,2024-02-21
b523,523,3600,2024-02-21
b524,524,3600,2024-02-21
b525,525,3600,2024-02-21
b526,526,3600,2024-02-21
b527,527,3600,2024-02-21
b528,528,3600,2024-02-21
b529,529,3600,2024-02-21
b530,530,3600,2024-02-21
b531,531,3600,2024-02-21
b532,532,3600,2024-02-21
b533,533,3600,2024-02-21
b534,534,3600,2024-02-21
b535,535,3600,2024-02-21
b536,536,3600,2024-02-21
b537,537,3600,2024-02-21
b538,538,3600,2024-02-21
b539,539,3600,2024-02-21
b540,540,3600,2024-02-21
b541,541,3600,2024-02-21
b542,542,3600,2024-02-21
b543,543,3600,2024-02-21
b544,544,3600,2024-02-21
b545,545,3600,2024-02-21
b546,546,3600,2024-02-21
b547,547,3600,2024-02-21
b548,548,3600,2024-02-21
b549,549,3600,2024-02-21
b550,550,3600,2024-02-21
b551,551,3600,2024-02-21
b552,552,3600,2024-02-21
b553,553,3600,2024-02-21
b554,554,3600,2024-02-21
b555,555,3600,2024-02-21
b556,556,3600,2024-02-21
b557,557,3600,2024-02-21
b558,558,3600,2024-02-21
b559,559,3600,2024-02-21
b560,560,3600,2024-02-21
b561,561,3600,2024-02-21
b562,562,3600,2024-02-21
b563,563,3600,2024-02-21
b564,564,3600,2024-02-21
b565,565,3600,2024-02-21
b566,566,3600,2024-02-21
b567,567,3600,2024-02-21
b568,568,3600,2024-02-21
b569,569,3600,2024-02-21
b570,570,3600,2024-02-21
b571,571,3600,2024-02-21
b572,572,3600,2024-02-21
b573,573,3600,2024-02-21
b574,574,3600,2024-02-21
b575,575,3600,2024-02-21
b576,576,3600,2024-02-21
b577,577,3600,2024-02-21
b578,578,3600,2024-02-21
b579,579,3600,2024-02-21
b580,580,3600,2024-02-21
b581,581,3600,2024-02-21
b582,582,3600,2024-02-21
b583,583,3600,2024-02-21
b584,584,3600,2024-02-21
b585,585,3600,2024-02-21
b586,586,3600,2024-02-21
b587,587,3600,2024-02-21
b588,588,3600,2024-02-21
b589,589,3600,2024-02-21
b590,590,3600,2024-02-21
b591,591,3600,2024-02-21
b592,592,3600,2024-02-21
b593,593,3600,2024-02-21
b594,594,3600,2024-02-21
b595,595,3600,2024-02-21
b596,596,3600,2024-02-21
b597,597,3600,2024-02-21
b598,598,3600,2024-02-21
b599,599,3600,2024-02-21
b600,600,3600,2024-02-21
b601,601,3600,2024-02-21
b602,602,3600,2024-02-21
b603,603,3600,2024-02-21
b604,604,3600,2024-02-21
b605,605,3600,2024-02-21
b606,606,3600,2024-02-21
b607,607,3600,2024-02-21
b608,608,3600,2024-02-21
b609,609,3600,2024-02-21
b610,610,3600,2024-02-21
b611,611,3600,2024-02-21
b612,612,3600,2024-02-21
b613,613,3600,2024-02-21
b614,614,3600,2024-02-21
b615,615,3600,2024-02-21
b616,616,3600,2024-02-21
b617,617,3600,2024-02-21
b618,618,3600,2024-02-21
b619,619,3600,2024-02-21
b620,620,3600,2024-02-21
b621,621,3600,2024-02-21
b622,622,3600,2024-02-21
b623,623,3600,2024-02-21
b624,624,3600,2024-02-21
b625,625,3600,2024-02-21
b626,626,3600,2024-02-21
b627,627,3600,2024-02-21
b628,628,3600,2024-02-21
b629,629,3600,2024-02-21
b630,630,3600,2024-02-21
b631,631,3600,2024-02-21
b632,632,3600,2024-02-21
b633,633,3600,2024-02-21
b634,634,3600,2024-02-21
b635,635,3600,2024-02-21
b636,636,3600,2024-02-21
b637,637,3600,2024-02-21
b638,638,3600,2024-02-21
b639,639,3600,2024-02-21
b640,640,3600,2024-02-21
b641,641,3600,2024-02-21
b642,642,3600,2024-02-21
b643,643,3600,2024-02-21
b644,644,3600,2024-02-21
b645,645,3600,2024-02-21
b646,646,3600,2024-02-21
b647,647,3600,2024-02-21
b648,648,3600,2024-02-21
b649,649,3600,2024-02-21
b650,650,3600,2024-02-21
b651,651,3600,2024-02-21
b652,652,3600,2024-02-21
b653,653,3600,2024-02-21
b654,654,3600,2024-02-21
b655,655,3600,2024-02-21
b656,656,3600,2024-02-21
b657,657,3600,2024-02-21
b658,658,3600,2024-02-21
b659,659,3600,2024-02-21
b660,660,3600,2024-02-21
b661,661,3600,2024-02-21
b662,662,3600,2024-02-21
b663,663,3600,2024-02-21
b664,664,3600,2024-02-21
b665,665,3600,2024-02-21
b666,666,3600,2024-02-21
b667,667,3600,2024-02-21
b668,668,3600,2024-02-21
b669,669,3600,2024-02-21
b670,670,3600,2024-02-21
b671,671,3600,2024-02-21
b672,672,3600,2024-02-21
b673,673,3600,2024-02-21
b674,674,3600,2024-02-21
b675,675,3600,2024-02-21
b676,676,3600,2024-02-21
b677,677,3600,2024-02-21
b678,678,3600,2024-02-21
b679,679,3600,2024-02-21
b680,680,3600,2024-02-21
b681,681,3600,2024-02-21
b682,682,3600,2024-02-21
b683,683,3600,2024-02-21
b684,684,3600,2024-02-21
b685,685,3600,2024-02-21
b686,686,3600,2024-02-21
b687,687,3600,2024-02-21
b688,688,3600,2024-02-21
b689,689,3600,2024-02-21
b690,690,3600,2024-02-21
b691,691,3600,2024-02-21
b692,692,3600,2024-02-21
b693,693,3600,2024-02-21
b694,694,3600,2024-02-21
b695,695,3600,2024-02-21
b696,696,3600,2024-02-21
b697,697,3600,2024-02-21
b698,698,3600,2024-02-21
b699,699,3600,2024-02-21
b700,700,3600,2024-02-21
b701,701,3600,2024-02-21
b702,702,3600,2024-02-21
b703,703,3600,2024-02-21
b704,704,3600,2024-02-21
b705,705,3600,2024-02-21
b706,706,3600,2024-02-21
b707,707,3600,2024-02-21
b708,708,3600,2024-02-21
b709,709,3600,2024-02-21
b710,710,3600,2024-02-21
b711,711,3600,2024-02-21
b712,712,3600,2024-02-21
b713,713,3600,2024-02-21
b714,714,3600,2024-02-21
b715,715,3600,2024-02-21
b716,716,3600,2024-02-21
b717,717,3600,2024-02-21
b718,718,3600,2024-02-21
b719,719,3600,2024-02-21
b720,720,3600,2024-02-21
b721,721,3600,2024-02-21
b722,722,3600,2024-02-21
b723,723,3600,2024-02-21
b724,724,3600,2024-02-21
b725,725,3600,2024-02-21
b726,726,3600,2024-02-21
b727,727,3600,2024-02-21
b728,728,3600,2024-02-21
b729,729,3600,2024-02-21
b730,730,3600,2024-02-21
b731,731,3600,2024-02-21
b732,732,3600,2024-02-21
b733,733,3600,2024-02-21
b734,734,3600,2024-02-21
b735,735,3600,2024-02-21
b736,736,3600,2024-02-21
b737,737,3600,2024-02-21
b738,738,3600,2024-02-21
b739,739,3600,2024-02-21
b740,740,3600,2024-02-21
b741,741,3600,2024-02-21
b742,742,3600,2024-02-21
b743,743,3600,2024-02-21
b744,744,3600,2024-02-21
b745,745,3600,2024-02-21
b746,746,3600,2024-02-21
b747,747,3600,2024-02-21
b748,748,3600,2024-02-21
b749,749,3600,2024-02-21
b750,750,3600,2024-02-21
b751,751,3600,2024-02-21
b752,752,3600,2024-02-21
b753,753,3600,2024-02-21
b754,754,3600,2024-02-21
b755,755,3600,2024-02-21
b756,756,3600,2024-02-21
b757,757,3600,2024-02-21
b758,758,3600,2024-02-21
b759,759,3600,2024-02-21
b760,760,3600,2024-02-21
b761,761,3600,2024-02-21
b762,762,3600,2024-02-21
b763,763,3600,2024-02-21
b764,764,3600,2024-02-21
b765,765,3600,2024-02-21
b766,766,3600,2024-02-21
b767,767,3600,2024-02-21
b768,768,3600,2024-02-21
b769,769,3600,2024-02-21
b770,770,3600,2024-02-21
b771,771,3600,2024-02-21
b772,772,3600,2024-02-21
b773,773,3600,2024-02-21
b774,774,3600,2024-02-21
b775,775,3600,2024-02-21
b776,776,3600,2024-02-21
b777,777,3600,2024-02-21
b778,778,3600,2024-02-21
b779,779,3600,2024-02-21
b780,780,3600,2024-02-21
b781,781,3600,2024-02-21
b782,782,3600,2024-02-21
b783,783,3600,2024-02-21
b784,784,3600,2024-02-21
b785,785,3600,2024-02-21
b786,786,3600,2024-02-21
b787,787,3600,2024-02-21
b788,788,3600,2024-02-21
b789,789,3600,2024-02-21
b790,790,3600,2024-02-21
b791,791,3600,2024-02-21
b792,792,3600,2024-02-21
b793,793,3600,2024-02-21
b794,794,3600,2024-02-21
b795,795,3600,2024-02-21
b796,796,3600,2024-02-21
b797,797,3600,2024-02-21
b798,798,3600,2024-02-21
b799,799,3600,2024-02-21
b800,800,3600,2024-02-21
b801,801,3600,2024-02-21
b802,802,3600,2024-02-21
b803,803,3600,2024-02-21
b804,804,3600,2024-02-21
b805,805,3600,2024-02-21
b806,806,3600,2024-02-21
b807,807,3600,2024-02-21
b808,808,3600,2024-02-21
b809,809,3600,2024-02-21
b810,810,3600,2024-02-21
b811,811,3600,2024-02-21
b812,812,3600,2024-02-21
b813,813,3600,2024-02-21
b814,814,3600,2024-02-21
b815,815,3600,2024-02-21
b816,816,3600,2024-02-21
b817,817,3600,2024-02-21
b818,818,3600,2024-02-21
b819,819,3600,2024-02-21
b820,820,3600,2024-02-21
b821,821,3600,2024-02-21
b822,822,3600,2024-02-21
b823,823,3600,2024-02-21
b824,824,3600,2024-02-21
b825,825,3600,2024-02-21
b826,826,3600,2024-02-21
b827,827,3600,2024-02-21
b828,828,3600,2024-02-21
b829,829,3600,2024-02-21
b830,830,3600,2024-02-21
b831,831,3600,2024-02-21
b832,832,3600,2024-02-21
b833,833,3600,2024-02-21
b834,834,3600,2024-02-21
b835,835,3600,2024-02-21
b836,836,3600,2024-02-21
b837,837,3600,2024-02-21
b838,838,3600,2024-02-21
b839,839,3600,2024-02-21
b840,840,3600,2024-02-21
b841,841,3600,2024-02-21
b842,842,3600,2024-02-21
b843,843,3600,2024-02-21
b844,844,3600,2024-02-21
b845,845,3600,2024-02-21
b846,846,3600,2024-02-21
b847,847,3600,2024-02-21
b848,848,3600,2024-02-21
b849,849,3600,2024-02-21
b850,850,3600,2024-02-21
b851,851,3600,2024-02-21
b852,852,3600,2024-02-21
b853,853,3600,2024-02-21
b854,854,3600,2024-02-21
b855,855,3600,2024-02-21
b856,856,3600,2024-02-21
b857,857,3600,2024-02-21
b858,858,3600,2024-02-21
b859,859,3600,2024-02-21
b860,860,3600,2024-02-21
b861,861,3600,2024-02-21
b862,862,3600,2024-02-21
b863,863,3600,2024-02-21
b864,864,3600,2024-02-21
b865,865,3600,2024-02-21
b866,866,3600,2024-02-21
b867,867,3600,2024-02-21
b868,868,3600,2024-02-21
b869,869,3600,2024-02-21
b870,870,3600,2024-02-21
b871,871,3600,2024-02-21
b872,872,3600,2024-02-21
b873,873,3600,2024-02-21
b874,874,3600,2024-02-21
b875,875,3600,2024-02-21
b876,876,3600,2024-02-21
b877,877,3600,2024-02-21
b878,878,3600,2024-02-21
b879,879,3600,2024-02-21
b880,880,3600,2024-02-21
b881,881,3600,2024-02-21
b882,882,3600,2024-02-21
b883,883,3600,2024-02-21
b884,884,3600,2024-02-21
b885,885,3600,2024-02-21
b886,886,3600,2024-02-21
b887,887,3600,2024-02-21
b888,888,3600,2024-02-21
b889,889,3600,2024-02-21
b890,890,3600,2024-02-21
b891,891,3600,2024-02-21
b892,892,3600,2024-02-21
b893,893,3600,2024-02-21
b894,894,3600,2024-02-21
b895,895,3600,2024-02-21
b896,896,3600,2024-02-21
b897,897,3600,2024-02-21
b898,898,3600,2024-02-21
b899,899,3600,2024-02-21
b900,900,3600,2024-02-21
b901,901,3600,2024-02-21
b902,902,3600,2024-02-21
b903,903,3600,2024-02-21
b904,904,3600,2024-02-21
b905,905,3600,2024-02-21
b906,906,3600,2024-02-21
b907,907,3600,2024-02-21
b908,908,3600,2024-02-21
b909,909,3600,2024-02-21
b910,910,3600,2024-02-21
b911,911,3600,2024-02-21
b912,912,3600,2024-02-21
b913,913,3600,2024-02-21
b914,914,3600,2024-02-21
b915,915,3600,2024-02-21
b916,916,3600,2024-02-21
b917,917,3600,2024-02-21
b918,918,3600,2024-02-21
b919,919,3600,2024-02-21
b920,920,3600,2024-02-21
b921,921,3600,2024-02-21
b922,922,3600,2024-02-21
b923,923,3600,2024-02-21
b924,924,3600,2024-02-21
b925,925,3600,2024-02-21
b926,926,3600,2024-02-21
b927,927,3600,2024-02-21
b928,928,3600,2024-02-21
b929,929,3600,2024-02-21
b930,930,3600,2024-02-21
